book_id,user_id,rating
4701,3375,5
5132,3376,5
3644,3380,3
1835,3395,5
9552,3401,4
3187,3402,3
2226,3403,4
4323,3404,4
3903,3405,3
8440,3412,5
8423,3439,3
8291,3440,3
9232,3444,5
3678,3449,5
8667,3453,3
3315,3458,2
462,3460,3
7233,3463,4
8520,3469,4
9574,3473,5
9038,3475,3
4099,3476,5
2159,3486,4
9702,3496,4
9350,3499,3
5443,3504,3
9233,3505,4
9574,3506,2
8179,3511,4
2818,3513,3
8663,3516,5
9478,3518,5
4336,3526,5
3283,3541,3
8672,3542,3
8819,3544,5
7549,3548,3
8227,3550,3
2060,3558,4
2511,3564,3
5113,3576,5
8203,3584,3
9432,3585,5
3604,3588,4
8000,3595,5
9750,3599,4
7960,3602,5
9001,3609,4
9611,3611,4
7916,3615,3
8213,3618,5
3391,3622,3
6356,3630,4
9536,3636,5
8651,3637,2
9596,3644,3
8383,3654,5
3085,3665,4
1804,3667,3
8815,3671,3
462,3676,5
7710,3678,4
9241,3683,4
3012,3695,4
8026,3696,2
6653,3701,4
8866,3702,4
7556,3723,2
9513,3730,2
3726,3736,4
7912,3738,3
2864,3740,5
8545,3744,3
7142,3749,3
9094,3750,5
6500,3752,4
5950,3754,5
9775,3755,4
9777,3760,4
3345,3773,4
8545,3774,3
7190,3776,3
4562,3778,4
7074,3787,3
3328,3790,2
8141,3791,3
8928,3792,5
9576,3794,4
9621,3795,3
9079,3798,3
9083,3799,4
462,3808,5
5017,3813,4
8389,3822,3
7275,3824,4
1625,3826,1
2829,3831,4
8049,3842,5
8982,3848,5
6720,3858,4
1558,3859,5
9456,3861,3
7037,3862,5
6577,3864,4
6148,3866,4
3753,3872,5
9736,3873,4
2362,3878,4
8675,3882,4
9339,3889,3
3674,3895,3
9309,3899,4
9523,3900,2
9639,3901,5
9365,3904,5
7352,3906,4
7796,3912,3
8158,3913,4
7752,3915,3
8632,3932,3
9200,3945,4
9813,3947,3
1935,3954,1
2072,3956,5
9177,3974,4
5879,3975,5
3010,3979,3
9203,3980,4
9266,3992,3
9049,4013,5
2729,4014,5
8924,4015,5
8836,4018,3
7615,4021,3
9533,4023,5
7828,4043,4
9222,4055,4
9748,4067,4
9625,4075,5
2625,4076,4
8021,4086,4
2638,4090,4
6784,4091,5
5018,4093,4
2681,4097,4
4407,4099,4
8299,4103,2
4123,4112,3
6895,4113,2
9000,4117,4
8646,4118,3
2698,4121,5
9306,4122,2
2694,4123,4
9079,4126,4
8416,4130,3
6019,4132,4
8896,4135,2
8810,4136,4
8378,4141,4
6799,4142,3
7545,4144,5
9663,4149,4
1967,4152,2
8571,4153,5
8724,4155,3
9142,4169,5
1446,4170,3
9635,4173,3
2036,4179,3
5664,4181,3
9264,4186,4
8975,4187,3
7695,4189,5
7970,4190,4
8945,4206,4
2205,4216,5
8619,4230,5
9320,4231,3
8037,4237,3
2649,4238,4
9437,4239,4
7399,4247,1
9715,4250,3
8956,4253,4
9433,4254,3
5796,4256,4
9542,4265,3
1078,4283,3
9273,4286,5
8365,4288,3
4367,4292,5
9118,4295,4
9524,4297,3
2636,4298,5
9559,4317,3
7594,4318,4
9536,4324,5
8587,4326,5
9790,4327,3
4068,4329,2
1609,4331,5
2248,4332,3
8039,4333,4
3735,4342,3
1540,4348,3
1422,4350,5
8816,4355,3
462,4365,5
8212,4372,4
9220,4377,3
3457,4379,5
6877,4380,2
8974,4382,3
8980,4384,1
9234,4388,5
9564,4389,3
9333,4401,3
9708,4409,5
7110,4418,4
8100,4432,3
7410,4435,4
3695,4464,4
9152,4465,3
7715,4466,5
8175,4468,4
2021,4480,2
2060,4494,4
9150,4495,5
7976,4498,4
6087,4505,4
9771,4513,2
9792,4520,3
4170,4525,5
9606,4535,4
8471,4537,4
4747,4543,3
6318,4544,3
7360,4547,5
2474,4549,4
9452,4550,4
9511,4551,4
9114,4555,5
4202,4561,5
3221,4562,5
9584,4566,4
3075,4569,1
2790,4571,3
2886,4572,4
8162,4578,5
8105,4581,4
2036,4586,5
5526,4598,3
2505,4602,2
2908,4608,3
7040,4614,3
2441,4619,5
8795,4621,3
9481,4627,3
2205,4633,4
8884,4638,2
4336,4649,4
5953,4650,4
9759,4656,4
2146,4657,4
6552,4664,3
7316,4665,5
9625,4666,4
9951,4668,4
8658,4672,1
7880,4673,4
8639,4677,5
9300,4679,4
8389,4681,4
9631,4683,4
8455,4688,4
6490,4689,4
7833,4694,5
9840,4699,3
7789,4700,3
7529,4701,2
2788,4708,4
8816,4709,2
2151,4722,5
9623,4723,3
6490,4724,4
1778,4725,4
990,4727,4
9443,4728,4
8671,4731,4
8168,4732,5
2844,4734,5
5050,4737,3
9803,4738,4
7791,4741,5
6928,4744,4
8647,4747,4
3075,4748,2
1615,4752,5
8953,4753,2
8781,4754,3
8393,4756,5
4725,4760,3
8053,4761,5
9630,4762,4
7301,4768,4
8975,4778,3
9928,4789,5
1335,4790,3
8819,4800,4
9838,4802,4
7789,4810,5
4840,4811,4
8956,4813,3
5813,4828,3
8953,4829,2
9587,4836,4
5774,4843,5
4857,4844,5
8323,4847,4
8681,4850,4
9591,4860,4
9510,4865,5
8703,4874,5
1495,4880,5
2036,4890,4
9079,4893,5
2827,4895,2
250,4897,4
9028,4899,4
4475,4903,5
9760,4904,4
7285,4917,3
4596,4923,5
9899,4928,4
9253,4933,3
2977,4937,4
2664,4938,3
9861,4939,4
9532,4940,3
9717,4942,4
9366,4947,4
8311,4949,4
7901,4952,4
8134,4954,3
9865,4955,4
1634,4981,4
3629,4982,5
5645,4994,5
9267,4999,2
8638,5000,4
2733,5007,3
9786,5008,4
3139,5011,4
7978,5012,3
7949,5016,3
6712,5020,2
5750,5027,4
2776,5030,4
2131,5032,3
1035,5039,3
2231,5044,5
8054,5057,3
8914,5062,4
3221,5064,2
8038,5068,3
1720,5070,3
9819,5073,4
9660,5089,5
9743,5090,4
8193,5094,3
8039,5104,5
9620,5111,4
2586,5123,4
9960,5126,4
9758,5127,4
3851,5133,5
9599,5134,3
9407,5135,3
9651,5148,4
8030,5150,5
7754,5151,3
2847,5157,5
7508,5163,2
9547,5168,3
580,5169,4
2778,5171,4
7562,5176,4
2983,5177,3
8408,5178,3
9436,5179,4
4934,5180,3
4134,5190,5
7970,5192,4
9137,5193,5
9280,5195,3
3726,5197,4
8869,5199,3
5766,5200,3
9171,5216,5
9443,5217,5
8294,5218,3
9273,5221,3
2932,5222,4
8564,5223,4
2348,5226,2
9488,5242,3
5305,5244,4
8430,5256,4
9145,5257,3
8524,5259,3
9792,5262,4
7419,5270,5
9352,5273,2
8385,5274,3
2279,5279,3
2557,5284,3
3733,5288,4
7776,5290,4
4086,5293,4
3599,5295,4
5834,5296,3
5925,5297,4
3993,5299,4
2635,5311,4
2795,5321,5
9639,5324,5
9155,5325,4
9214,5326,3
7520,5328,4
3126,5336,3
7493,5337,4
9288,5346,4
7692,5352,5
9661,5356,5
4893,5363,4
4688,5364,4
8949,5365,3
7311,5374,1
1897,5376,4
6340,5387,5
9574,5401,3
4421,5406,2
7545,5407,3
8014,5408,4
3441,5409,5
7918,5413,3
3059,5416,4
9901,5417,5
9084,5428,4
9196,5434,5
9299,5448,4
9296,5452,4
9406,5457,4
9794,5466,3
2166,5469,4
1415,5482,3
8893,5483,5
8840,5486,3
8805,5488,2
3351,5496,3
8881,5502,4
6123,5513,4
9937,5524,3
9704,5527,5
7919,5528,3
8517,5536,4
5978,5538,4
7279,5541,4
9291,5546,3
6997,5554,5
8627,5555,4
8658,5557,5
9515,5561,5
2205,5572,5
9282,5573,5
9436,5576,3
3930,5582,3
8095,5586,5
9575,5591,4
9768,5595,4
8299,5596,4
2740,5598,4
8830,5614,5
7683,5615,3
8213,5626,4
8552,5632,5
8396,5640,3
9579,5642,3
2511,5643,3
8152,5648,4
9175,5650,2
3260,5666,2
4511,5668,5
3361,5671,4
7417,5682,4
8041,5683,2
7182,5689,4
9728,5692,4
8724,5696,3
4097,5700,3
2846,5702,5
8765,5714,2
9386,5723,3
7886,5725,4
7486,5732,3
9786,5735,5
9410,5742,5
6956,5748,1
3900,5749,4
1401,5751,3
9532,5752,4
4903,5754,3
5277,5757,5
9688,5770,4
5184,5774,2
9876,5775,5
8600,5788,4
3760,5792,3
4876,5797,4
5729,5800,4
5804,5804,4
3891,5818,4
6130,5821,3
4814,5824,4
8950,5827,4
6846,5830,4
7794,5831,2
7955,5835,2
8720,5839,3
9407,5840,5
8419,5841,4
3421,5842,4
8026,5845,3
8163,5848,5
1663,5851,3
2650,5854,4
8582,5856,5
8061,5857,3
2122,5859,2
9726,5876,2
8529,5877,5
9758,5882,5
8580,5886,4
3675,5889,4
1219,5891,5
9033,5898,4
7306,5910,3
1451,5919,5
8051,5924,3
8255,5925,4
4152,5930,4
4526,5936,5
2217,5939,5
8066,5960,4
9506,5965,5
9684,5966,2
3073,5968,3
9428,5970,4
9698,5973,3
8471,5982,5
8781,5991,4
8040,6004,4
8012,6010,4
9639,6019,3
7298,6022,4
8088,6024,3
9551,6028,5
8571,6033,5
9281,6034,3
9163,6037,2
7062,6039,5
7329,6041,5
1352,6050,5
8591,6051,4
3405,6052,4
2895,6058,4
7611,6069,3
4339,6070,4
8342,6072,3
4060,6086,4
9747,6091,3
4117,6096,3
1078,6100,4
2696,6102,5
9834,6106,4
9171,6108,5
6701,6111,5
3994,6119,3
9447,6123,2
708,6127,3
1456,6128,4
8786,6139,3
9528,6140,3
7667,6142,3
4969,6143,4
9405,6150,3
9643,6151,4
9193,6153,2
1791,6158,4
3762,6161,3
9103,6162,5
9536,6165,4
7115,6170,5
7123,6182,3
9701,6185,5
932,6189,5
8647,6198,5
8524,6199,4
6878,6201,4
9648,6207,5
9722,6214,4
9451,6216,5
7207,6218,2
1333,6227,3
9300,6234,3
9609,6241,3
9859,6242,4
8904,6256,4
6027,6259,5
8155,6260,4
6773,6265,1
8075,6273,4
8741,6275,4
8312,6278,5
2743,6279,3
7840,6293,4
8941,6297,2
7649,6298,5
8184,6300,5
6637,6301,2
7721,6305,3
2805,6316,4
9300,6321,4
9764,6322,3
4299,6327,4
2638,6348,5
8861,6350,5
9163,6351,2
9565,6358,4
845,6361,4
7561,6364,4
8382,6376,3
9707,6380,4
1929,6392,5
2200,6393,3
4890,6394,5
8933,6403,5
5845,6405,3
9226,6409,3
3319,6411,4
8379,6415,2
950,6424,5
1333,6436,4
9206,6440,4
9288,6445,4
9421,6465,4
5794,6469,5
932,6470,3
9096,6475,4
8935,6477,3
8129,6491,4
2707,6497,3
2781,6498,3
2784,6503,4
3759,6514,4
8220,6515,4
9181,6517,4
8229,6520,5
8572,6521,5
3733,6526,4
8062,6529,4
6779,6530,3
3923,6534,4
8275,6540,3
3577,6543,4
9379,6552,3
9787,6553,4
8628,6558,3
6067,6576,1
7753,6577,4
9395,6580,5
9735,6582,5
9177,6587,4
2844,6588,5
5456,6598,4
2680,6602,3
9477,6603,4
8012,6620,3
6038,6622,3
9148,6636,3
9106,6638,4
1780,6639,5
8923,6641,4
3391,6645,3
2280,6647,3
8091,6650,5
7602,6664,4
9288,6665,4
8320,6668,4
1612,6669,4
4353,6675,3
4328,6676,3
1832,6696,4
2060,6700,3
6138,6702,4
9034,6705,4
8196,6707,4
9857,6708,4
9255,6710,5
3644,6714,2
6600,6723,4
4913,6724,3
3156,6725,4
8944,6732,4
7241,6736,3
8262,6741,4
6366,6742,2
8596,6749,3
2766,6762,5
8845,6767,2
9900,6777,5
8438,6783,3
8886,6785,4
9743,6794,4
9863,6799,3
9574,6805,3
9641,6806,3
3927,6807,3
9536,6809,5
7742,6819,4
6364,6827,2
2910,6831,3
3361,6838,2
1985,6841,3
3092,6846,3
9482,6851,2
6121,6852,5
8271,6854,3
8639,6857,3
6808,6858,4
8711,6863,3
9939,6868,4
8441,6877,5
2698,6878,4
9704,6879,4
7108,6881,4
2613,6907,5
9102,6908,3
4771,6909,5
9462,6911,4
9882,6913,4
8703,6920,5
9830,6922,3
4737,6928,4
9951,6930,4
3379,6933,4
2895,6936,3
9565,6937,5
1415,6939,3
9601,6942,3
9709,6947,3
4526,6948,5
7241,6951,5
8588,6960,2
3950,6962,4
6009,6971,3
9550,6973,3
9341,6975,5
7151,6979,4
2739,6982,5
9698,7006,4
9524,7010,5
9280,7013,2
9334,7018,5
7544,7020,4
9127,7023,4
4464,7029,5
9910,7037,5
9489,7039,4
8273,7042,1
3436,7046,3
3761,7047,4
8721,7056,4
8713,7058,4
8679,7061,4
7432,7068,4
3681,7072,3
9752,7074,3
9042,7077,2
8370,7098,3
6980,7101,5
8505,7106,4
8748,7108,4
4106,7111,3
3685,7113,3
8012,7115,3
9357,7119,4
9067,7121,5
2132,7122,5
9333,7124,3
6956,7127,1
9368,7130,5
6823,7131,4
9793,7132,3
8060,7133,3
9067,7137,5
3260,7140,3
6593,7141,4
9074,7142,4
5682,7144,4
7745,7145,5
2216,7147,4
8721,7148,4
9215,7149,5
7004,7153,2
9144,7161,4
7955,7164,4
3370,7167,3
2977,7170,5
3062,7176,3
7135,7181,4
8859,7198,5
8776,7204,5
5306,7214,5
2248,7226,3
8885,7230,4
2169,7234,4
6008,7243,4
1663,7245,2
8516,7251,4
8304,7258,4
9724,7261,3
3632,7268,2
1621,7269,4
4068,7275,4
9076,7277,5
8977,7279,4
8938,7282,4
9546,7284,4
9560,7289,5
8309,7290,3
7869,7291,4
2075,7293,5
9001,7297,3
1401,7298,4
4081,7301,4
7002,7306,4
9677,7308,4
9073,7309,4
8429,7318,5
7441,7333,4
8928,7334,5
9064,7336,4
3571,7339,4
7552,7351,5
9795,7353,5
3211,7354,5
9532,7359,4
7668,7364,3
3419,7366,5
5557,7367,4
8141,7373,5
9544,7386,3
9540,7393,3
8647,7399,4
9185,7409,3
7597,7413,5
9859,7417,4
6956,7418,5
8799,7440,4
9162,7455,5
9178,7463,3
8045,7469,3
8804,7474,3
8691,7481,5
6935,7485,4
7387,7498,4
7431,7521,3
5428,7526,3
9304,7533,4
3248,7534,5
2072,7538,3
7269,7539,4
1579,7540,4
9291,7544,4
8928,7555,3
9349,7557,4
6298,7566,4
9595,7567,3
8785,7569,3
7273,7576,4
8417,7578,3
8269,7579,1
7214,7581,3
9562,7583,4
9371,7598,3
1684,7602,4
9453,7603,4
3627,7609,3
7895,7617,5
9552,7630,3
9018,7632,5
8703,7634,4
6957,7636,4
1506,7638,3
8207,7644,4
9430,7651,3
8421,7654,4
8727,7656,4
1446,7661,4
7886,7668,3
8750,7679,4
6485,7684,4
5616,7691,4
8438,7692,4
9214,7693,3
8129,7696,3
8742,7698,3
6928,7702,5
7285,7704,3
9267,7707,4
6544,7712,4
5981,7713,3
7440,7723,4
8416,7724,4
9710,7726,2
8910,7732,3
2305,7739,4
6565,7742,3
2803,7743,4
7507,7750,5
9802,7752,4
9593,7757,4
9519,7769,3
9766,7772,4
7459,7773,4
6199,7779,4
8974,7780,2
1755,7783,3
9353,7785,4
8878,7787,5
6199,7788,4
9380,7795,3
8879,7796,5
8888,7797,3
9497,7803,3
1625,7815,2
8140,7819,3
8821,7823,4
4840,7825,5
9731,7827,3
6364,7828,3
9033,7832,4
2532,7833,4
1206,7835,4
9418,7837,3
3480,7838,3
7628,7839,4
7366,7843,5
3430,7851,3
7403,7858,3
2472,7860,4
7950,7863,5
7779,7866,3
9191,7881,5
6473,7885,3
9699,7886,3
9000,7887,5
1893,7892,4
8502,7903,5
7302,7904,4
8722,7906,5
1897,7907,5
2367,7908,2
9508,7915,2
1409,7917,3
1703,7921,2
8317,7928,5
2808,7931,4
3149,7935,3
2546,7937,4
4869,7949,4
7182,7950,4
8409,7952,4
8510,7954,3
374,7955,5
9599,7962,3
9098,7964,3
6444,7980,5
7058,7981,4
8767,7982,5
3516,7984,4
5006,7985,4
2707,7989,3
9828,7991,3
9708,7995,2
7305,7996,5
6617,7997,3
9639,8001,5
8470,8002,5
3569,8008,4
9171,8012,4
5077,8015,3
3944,8018,5
1803,8021,4
6942,8023,4
3914,8029,4
9173,8030,5
8897,8032,3
8943,8044,4
8276,8045,5
5843,8048,3
3124,8049,4
9082,8051,3
7363,8053,5
8236,8057,5
8760,8064,4
3285,8066,5
2272,8067,5
5187,8085,5
4195,8089,4
3836,8091,5
1604,8102,5
3024,8106,3
9851,8111,4
9624,8115,5
8197,8117,5
8917,8119,3
845,8120,5
2480,8121,4
2231,8125,5
8536,8127,4
3587,8128,4
8262,8131,2
9787,8133,5
7260,8134,4
7784,8141,5
7868,8144,3
8053,8148,3
8975,8153,2
5804,8154,5
3747,8157,4
9170,8159,4
9052,8161,4
3983,8166,5
8253,8170,4
9718,8174,4
6894,8176,5
8474,8179,4
2758,8180,4
3927,8183,5
8107,8190,4
9092,8195,4
4156,8198,3
4394,8200,4
8682,8207,5
8115,8208,5
4461,8213,5
